sampleID	SRR10070130	SRR10070131	SRR10070134	SRR10070135	SRR10070136	SRR10070137	SRR10070148	SRR10070149	SRR10070150	SRR10070151	SRR10070152	SRR10070153	SRR10102389	SRR10102390	SRR10102391	SRR10102392	SRR10102393	SRR10102394
 Treatment	RiverWater	RiverWater	RiverWater	RiverWater	RiverWater	RiverWater	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment	Soil	Soil	Soil	Soil	Soil	Soil# Constructed from biom file
#OTU ID	SRR10070130	SRR10070131	SRR10070134	SRR10070135	SRR10070136	SRR10070137	SRR10070148	SRR10070149	SRR10070150	SRR10070151	SRR10070152	SRR10070153	SRR10102389	SRR10102390	SRR10102391	SRR10102392	SRR10102393	SRR10102394
8c83fe5d444479bd20ab5ab54d7c689e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	40.0	21.0	0.0	0.0	0.0
2b691f4226dcdf60bf63e092ae82a1de	0.0	0.0	0.0	38.0	26.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cd8968015f95b0ed129265710f5bff69	0.0	2.0	0.0	0.0	0.0	0.0	46.0	68.0	133.0	145.0	72.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
37e59732731bb0fec140b1d64e5d50b2	0.0	0.0	0.0	0.0	0.0	0.0	48.0	26.0	0.0	28.0	42.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
79f9e15d7d5cc8d938c1b5128a941ac5	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	33.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
28902ca0f5e03a0bf689824ca561b230	0.0	0.0	0.0	0.0	0.0	0.0	34.0	59.0	31.0	49.0	0.0	37.0	40.0	30.0	26.0	0.0	0.0	0.0
2d4272a283a78a2c0c68cae98cfb0251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	21.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
fcacc1a798bb0322e8cd110c6d8d1011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	28.0
ffa8507a36089b4d55af94c9650bd1d0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	94.0	128.0	120.0	64.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
2208cc16590c87283fb35563b390a68d	0.0	0.0	0.0	0.0	0.0	0.0	10.0	13.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3839b0afac1a07c58a0a0f13ec82aec3	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	53.0	0.0	56.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
78071b43244e5ebd909b446a937d7c77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0
627a99dd1114c5212eb902a0d47d6f37	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	55.0	0.0	0.0	0.0
f517500839a4f176b500d553373680f4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f3038daa370b26fd9677a1805821565b	25.0	46.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b732b9c4bac4a22d69fc6b8f8bbb56e	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	39.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0
5ee59b954b02d744f895a63f957d2b51	8.0	9.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a9f91ef15772553d4ae480a8dfaab50f	0.0	0.0	0.0	24.0	49.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cd93017c92a76a9ce9abbee5f54f88bb	133.0	101.0	171.0	285.0	338.0	379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2b68d9a0186d3ec4325c4b5fd2f799e8	0.0	0.0	17.0	21.0	47.0	33.0	29.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cb5aec9697d67af8a30382bc2dae0a33	23.0	20.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71be59d02e16135f18db3cec820ea508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	15.0	18.0	20.0	0.0	10.0
80e8d4be7145a0bd57987bb46bf60603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
22c5d2fd9727d004516d44dc0bf377fb	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	51.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d422cd4798a5e22c96e763c8f6156442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
891bcdf37aac99b7cc3459906f217da5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	30.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
334b65ac7ccdcd0b8dab50433242314c	0.0	0.0	0.0	0.0	0.0	0.0	33.0	66.0	76.0	56.0	42.0	58.0	121.0	76.0	57.0	15.0	20.0	25.0
2d84f3a81b6136689b593781558df34b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	28.0	27.0
295dad769045d5c668861bd4a52794e4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
ec27bcb8718879e92b314625e487112d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	37.0	64.0	0.0
2d16f645c5eba407c1ee76adf2408dcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	18.0	21.0
27ee466dfc8f644499f3dd3c8fad6ba1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	135.0	0.0	98.0	0.0
9f1a16c885f1e099e0ef492b8c07f758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	84.0	37.0	54.0	67.0	50.0
b48a188a24ed126894db7d73bd6617cc	0.0	0.0	13.0	0.0	0.0	0.0	28.0	12.0	0.0	0.0	20.0	13.0	37.0	56.0	13.0	38.0	35.0	51.0
a11787fd9e0047078d96de70511b8549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
645e49d009035c228a2c52baf6f91dbd	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	7.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
bad02fb4b97f30182ffe6e934f54ad5f	0.0	0.0	14.0	17.0	0.0	0.0	262.0	110.0	79.0	92.0	171.0	223.0	39.0	43.0	25.0	33.0	26.0	26.0
f6553af09118890746e9c52bf3071b45	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	9.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
0a8b67d5de8ff3dca0f33719d5b60e4e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	25.0	14.0	0.0	0.0	0.0
17a09efe5f042cc6729113a1ad88f036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	39.0	33.0	37.0
00c7840bb74f3c51ae2b406a3b6baa42	0.0	0.0	0.0	0.0	0.0	0.0	46.0	90.0	114.0	117.0	46.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0
f3340864db59897735d63beb2abc8763	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	11.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
107273e73071282e4d0f4a0b46548da5	1033.0	1254.0	1383.0	516.0	603.0	632.0	0.0	0.0	0.0	0.0	0.0	10.0	15.0	0.0	0.0	39.0	114.0	0.0
3dbff4c2cc4febc2e10a195a76006100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	11.0	16.0	0.0	0.0	0.0
ad4cba5280fb47cbebea01e7031af61c	0.0	0.0	0.0	0.0	0.0	0.0	22.0	46.0	56.0	14.0	21.0	11.0	28.0	107.0	76.0	67.0	141.0	119.0
0cec0f91a41a329da51988eb39b72fd3	0.0	0.0	0.0	0.0	10.0	0.0	43.0	79.0	68.0	31.0	68.0	39.0	26.0	33.0	17.0	0.0	0.0	0.0
a22d6bb1059250afcd7aee568ed9656b	14.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	115.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0
cd7c4bed24d7fb29078e9c127a4fa72e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
9c883bafdf9deab14ff0499556853de9	0.0	0.0	0.0	0.0	0.0	0.0	36.0	39.0	14.0	18.0	22.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
c31a8652dd26b703c53b5e11ccaadc27	0.0	0.0	0.0	0.0	0.0	0.0	114.0	107.0	76.0	50.0	79.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
a08d7cb42acfffda737c90a2417f08a4	0.0	0.0	0.0	0.0	0.0	0.0	54.0	30.0	0.0	0.0	130.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
a8835f7d0e717b389f66bf0ea1cf4718	0.0	0.0	0.0	0.0	0.0	0.0	21.0	48.0	27.0	24.0	12.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
be06a035c155a65f5989a74fa780eaeb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	58.0	221.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7bc38fd022fa1139738b1f19791d545e	0.0	0.0	0.0	0.0	0.0	0.0	7.0	18.0	25.0	17.0	24.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
81bc354d69ee2b6be47ccd9077908d98	0.0	32.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	45.0
fd60363b3bcf78ebe7348d34aa6f43c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	104.0	177.0	150.0
5852ce31a517416a948edb3cbff5d881	0.0	7.0	0.0	0.0	23.0	0.0	16.0	5.0	4.0	8.0	6.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
02607929198ffa00d73650d8b0806c98	0.0	0.0	0.0	0.0	0.0	0.0	31.0	19.0	42.0	23.0	21.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
736c40c1dba15cf36534a8a58a350d31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	13.0	0.0	0.0	0.0
e4b5af65ee6088b6b21b2b8d8dab3645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	22.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5143fb7763f5e216f42d16afa5a7312f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	94.0	124.0	78.0
a72b8307322f8c1ef7df98621a33a594	0.0	0.0	0.0	0.0	0.0	0.0	23.0	10.0	9.0	0.0	33.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
fca1ed7792b0c80cd00c60203ba400e8	29.0	23.0	32.0	55.0	53.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206d00445a497d2441220533e0f6435a	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	8.0	12.0	0.0	0.0	0.0
b476c6a23207b70561b0992676e6abfd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	14.0	13.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f286470393ac247fd7861e0f669bff78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
fed96c72cc4e65acfedc7b966fb21c6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	12.0	7.0	0.0	0.0	0.0
dee5e1354d73b6b7b1b1e3903fb42d48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	9.0	13.0
